rowid,consumption,income,floor_area,property_age,tenure,bedrooms,property_type,region,country,adults,scaled_income
889,14988.7175043263,31772.6118829936,Over 250,1965 to 1983,NA,6,purpose built flat,East of England,England,5 or more,-0.15882078868666863
890,20750.6848572854,43704.9819535929,151 to 200,1945 to 1964,NA,5,NA,South West,England,1,0.9928804922667599
891,13828.4139472679,30223.0476109564,101 to 150,1984 to 1992,Owner-occupied,6,purpose built flat,North East,England,2,-0.30838329357596556
892,20987.9339208752,30296.9504024403,50 or less,Post 1999,NA,6,detached,East Midlands,England,2,-0.30125026475482997
893,13702.6482348119,40406.0558577196,50 or less,Post 1999,Council/Housing Association,5,converted flat,North East,England,2,0.6744712082847429
894,16850.3860318227,42103.7247550796,201 to 250,1984 to 1992,Privately rented,3,mid terraced,East Midlands,England,1,0.8383286341067792
895,10179.0432888212,40837.7209846933,51 to 100,Pre 1919,Owner-occupied,3,converted flat,South East,England,2,0.7161351255733527
896,15397.5865511858,49767.7773338526,51 to 100,Post 1999,Owner-occupied,4,semi-detached,East of England,England,2,1.5780558735439627
897,19864.4320685827,52338.1653628247,Over 250,1945 to 1964,Council/Housing Association,5,end terrace,Wales,Wales,5 or more,1.826147339698586
898,13953.3457967186,40138.648468836,Over 250,1919 to 1944,Owner-occupied,6,mid terraced,South East,England,4,0.6486612953762855
899,20222.2296344216,38583.1754799171,51 to 100,Post 1999,Council/Housing Association,4,converted flat,North East,England,1,0.4985284866193428
900,26483.1958698852,34271.96890065683,Over 250,1993 to 1999,NA,7,detached,East Midlands,England,2,0.08241483020309245
901,18746.0005336318,33609.2806879607,Over 250,1919 to 1944,Council/Housing Association,4,mid terraced,South East,England,4,0.01845277916719657
902,13581.0622563306,25089.9206372981,Over 250,1984 to 1992,Privately rented,4,semi-detached,York and Humber,England,3,-0.8038279433715063
903,15077.3959955802,30218.5017039328,50 or less,1984 to 1992,Privately rented,4,end terrace,London,England,1,-0.3088220603013686
904,12780.7067838908,37343.6549636578,50 or less,1965 to 1983,Privately rented,4,bungalow,Wales,Wales,2,0.37889111718664986
905,24107.1926880145,46339.976358493,51 to 100,Post 1999,NA,5,purpose built flat,East of England,England,2,1.247207705844049
906,1831.23423906543,9562.2054192018,151 to 200,Pre 1919,Privately rented,6,bungalow,NA,NA,4,-2.302548599968052
907,15011.1361050161,44999.8608142254,51 to 100,1984 to 1992,Privately rented,4,detached,South East,England,1,1.1178609977025145
908,15137.448251501,45998.8766433114,Over 250,1984 to 1992,Privately rented,5,purpose built flat,North West,England,3,1.2142850780187988
909,15587.6185416245,48233.4959645842,50 or less,1945 to 1964,Privately rented,4,converted flat,East Midlands,England,2,1.4299684602409453
910,7907.28528253856,15366.5122282159,201 to 250,1984 to 1992,Privately rented,6,end terrace,West Midlands,England,2,-1.7423222956013034
911,15595.8829535279,30512.1242886786,Over 250,Post 1999,Privately rented,4,purpose built flat,London,England,1,-0.2804818810270254
912,15472.9293160794,30425.9613512629,151 to 200,1919 to 1944,Council/Housing Association,4,purpose built flat,East Midlands,England,1,-0.2887982477509235
913,20116.6689361919,34601.7077274024,51 to 100,1984 to 1992,Owner-occupied,5,purpose built flat,South West,England,4,0.11424091562418248
914,16928.7965777942,30406.5068621885,Over 250,1965 to 1983,Council/Housing Association,6,converted flat,York and Humber,England,2,-0.29067597697443187
915,19495.0920283769,32974.5280402707,151 to 200,1984 to 1992,Privately rented,5,end terrace,North West,England,5 or more,-0.04281295707026821
916,10508.2025967732,20292.9657255254,51 to 100,Pre 1919,NA,5,purpose built flat,North West,England,3,-1.2668255778629904
917,14121.5075059501,27660.4350394339,Over 250,1919 to 1944,Owner-occupied,5,purpose built flat,North East,England,5 or more,-0.5557242797964499
918,15489.7851591382,31167.2620743202,101 to 150,1919 to 1944,NA,3,end terrace,West Midlands,England,1,-0.2172485902004589
919,15840.192875735,36423.8192203728,201 to 250,Pre 1919,Owner-occupied,5,mid terraced,London,England,4,0.290109425239438
920,11650.6641476219,36159.0756899936,201 to 250,1984 to 1992,Owner-occupied,6,end terrace,East Midlands,England,4,0.2645566254806433
921,21073.3797346556,48720.7655693388,Over 250,1919 to 1944,Owner-occupied,5,converted flat,South East,England,2,1.4769992701006125
922,12006.0455303812,23355.494207056,50 or less,1945 to 1964,NA,4,bungalow,Wales,Wales,4,-0.9712331721408637
923,7661.60294722498,26967.6417762188,Over 250,Pre 1919,Owner-occupied,4,converted flat,North East,England,2,-0.6225920423582815
924,16405.9805842958,57013.1439945015,Over 250,Post 1999,NA,5,mid terraced,London,England,2,2.277371936880532
925,17541.1688967768,31967.5574519903,50 or less,1919 to 1944,Owner-occupied,6,converted flat,North East,England,5 or more,-0.14000482335863235
926,18753.6832542228,44405.2030150061,51 to 100,1984 to 1992,Owner-occupied,4,end terrace,West Midlands,England,3,1.0604651790145492
927,10557.7733200755,22886.9081607938,51 to 100,Pre 1919,Owner-occupied,4,purpose built flat,East of England,England,2,-1.0164606622810495
928,13583.6543042753,42358.0665585391,50 or less,Pre 1919,NA,6,converted flat,North East,England,4,0.8628774688404643
929,8901.20812985458,32889.4533427068,51 to 100,Pre 1919,Privately rented,4,end terrace,South West,England,1,-0.05102428789401506
930,18321.624743425,34271.96890065683,51 to 100,Post 1999,NA,7,detached,Wales,Wales,2,0.08241483020309245
931,16166.9411494288,44522.7096279853,101 to 150,1984 to 1992,Privately rented,5,end terrace,South West,England,2,1.0718068082037158
932,18623.9094335503,47876.3938902087,51 to 100,1945 to 1964,Owner-occupied,5,detached,South West,England,5 or more,1.395501299563223
933,17297.6779439616,44305.1010102178,50 or less,Pre 1919,NA,5,mid terraced,York and Humber,England,2,1.050803426449168
934,12027.3659024651,4978.78491811329,51 to 100,1965 to 1983,Council/Housing Association,6,end terrace,York and Humber,England,5 or more,-2.7449360913900906
935,15438.5050910496,35565.2275729271,Over 250,1984 to 1992,Owner-occupied,6,detached,West Midlands,England,4,0.2072389565623407
936,6385.89860091452,39529.1354422654,50 or less,Pre 1919,NA,4,converted flat,South West,England,2,0.5898316639362753
937,16840.8387259625,33996.1834882599,51 to 100,1945 to 1964,Owner-occupied,5,purpose built flat,London,England,2,0.05579627824345972
938,18862.612647653,31431.7541273818,Over 250,1993 to 1999,Council/Housing Association,5,mid terraced,East Midlands,England,3,-0.19172006279888226
939,10864.9863971583,28276.6028838557,Over 250,1984 to 1992,Council/Housing Association,5,converted flat,York and Humber,England,5 or more,-0.49625233151591386
941,8057.98900944372,16315.4845613363,Over 250,1945 to 1964,Owner-occupied,5,converted flat,West Midlands,England,5 or more,-1.6507283670541948
942,9834.58391720753,27892.7387141155,50 or less,1965 to 1983,NA,6,purpose built flat,West Midlands,England,4,-0.5333025447917502
943,20042.7314591723,46558.6599675653,Over 250,1984 to 1992,Council/Housing Association,4,detached,South West,England,2,1.2683148447612917
944,14674.5303776125,35454.4141756792,50 or less,1984 to 1992,Owner-occupied,5,semi-detached,York and Humber,England,2,0.1965433503414389
945,9293.92977505111,34172.4455781992,Over 250,Pre 1919,Council/Housing Association,4,bungalow,York and Humber,England,1,0.07280893151900678
946,17068.5507994657,26172.1386918435,Over 250,Post 1999,Owner-occupied,6,purpose built flat,South West,England,5 or more,-0.6993732615005589
947,5196.83412510444,38037.2872956001,151 to 200,1965 to 1983,NA,4,end terrace,East Midlands,England,5 or more,0.44583986588302194
948,13589.1950362106,43532.8069488435,Over 250,1984 to 1992,Owner-occupied,4,purpose built flat,South East,England,4,0.97626232065920715
949,19483.7669470096,43971.04497686,Over 250,1984 to 1992,NA,6,purpose built flat,North West,England,5 or more,1.0185606482540501
950,13179.7512544308,30379.5526714675,51 to 100,1965 to 1983,Owner-occupied,6,detached,Wales,Wales,5 or more,-0.29327757043799096
951,20321.198503484,47077.6997072752,51 to 100,1945 to 1964,Owner-occupied,5,semi-detached,South East,England,2,1.31841207855079
952,22442.4901717289,35312.8531700781,Over 250,Post 1999,Council/Housing Association,7,detached,West Midlands,England,5 or more,0.18288001350900582
953,9595.26087121536,20262.1651197165,51 to 100,1945 to 1964,Council/Housing Association,6,end terrace,South East,England,5 or more,-1.2697984237397415
954,9662.62121781345,7698.12430715987,201 to 250,1945 to 1964,Owner-occupied,5,converted flat,NA,NA,5 or more,-2.482467978250623
955,10695.8733233782,31360.9553544527,51 to 100,1984 to 1992,NA,5,purpose built flat,South West,England,5 or more,-0.19855349463094393
956,16954.7165291547,14082.07309589,50 or less,Pre 1919,Owner-occupied,6,end terrace,North West,England,5 or more,-1.8662951681533653
957,18281.2113584925,36789.46341076,101 to 150,1965 to 1983,Privately rented,5,purpose built flat,West Midlands,England,3,0.3254010630239308
958,19901.9039272054,42737.988910082,Over 250,1984 to 1992,Council/Housing Association,5,mid terraced,West Midlands,England,5 or more,0.8995472214835633
959,20296.0883457047,46378.7546215173,51 to 100,1965 to 1983,Privately rented,6,converted flat,York and Humber,England,2,1.2509505477886078
960,19323.1284130125,47598.8090985309,Over 250,1965 to 1983,Owner-occupied,5,NA,South East,England,5 or more,1.368709073185982
961,18734.929982912,43216.9362564116,51 to 100,1919 to 1944,Owner-occupied,6,NA,London,England,2,0.945774774686608
962,15370.0235202454,26111.6504122335,101 to 150,1919 to 1944,Privately rented,5,end terrace,North West,England,4,-0.7052115340899379
963,10809.7946197266,37994.9290607416,50 or less,1919 to 1944,Council/Housing Association,5,converted flat,West Midlands,England,1,0.4417514883807463
964,11511.8059337819,30947.4082394209,Over 250,1919 to 1944,NA,5,mid terraced,South West,England,5 or more,-0.23846867822806134
965,16426.3247862334,17753.1180055523,151 to 200,Post 1999,Council/Housing Association,5,bungalow,North East,England,4,-1.511969321747289
966,21960.958379527,39576.1790073369,Over 250,Post 1999,Privately rented,6,purpose built flat,South East,England,2,0.5943722651607513
967,22058.3376995819,24051.5652608318,101 to 150,Post 1999,Owner-occupied,6,mid terraced,South West,England,4,-0.9040490402772824
968,6311.10690284471,15388.6423924165,50 or less,1984 to 1992,Council/Housing Association,5,purpose built flat,North East,England,5 or more,-1.7401863126987667
969,11046.2727553846,24106.0610335273,50 or less,1984 to 1992,Owner-occupied,6,end terrace,East Midlands,England,5 or more,-0.8987891588917227
970,20813.5410631397,34018.7202897705,50 or less,1993 to 1999,NA,5,purpose built flat,North East,England,5 or more,0.05797150940162704
971,10046.0389885448,37586.8370974223,50 or less,Pre 1919,Privately rented,4,converted flat,South East,England,1,0.4023628309622433
972,7663.55678273288,25960.7652698549,51 to 100,1919 to 1944,Owner-occupied,3,mid terraced,North West,England,1,-0.7197748279474125
973,17259.0412626005,27249.1128830064,51 to 100,Post 1999,NA,6,end terrace,North West,England,4,-0.5954247124547781
974,22173.0588789513,34917.8122204914,51 to 100,Post 1999,Council/Housing Association,6,converted flat,West Midlands,England,4,0.14475102781914034
975,23048.116821586,36323.6995938134,Over 250,1993 to 1999,Privately rented,6,detached,Wales,Wales,4,0.28044597183707015
976,16968.5229500727,37486.7025894114,51 to 100,1965 to 1983,Privately rented,7,end terrace,East of England,England,5 or more,0.39269794121599316
977,17781.2184204314,41571.4489313549,201 to 250,Post 1999,Privately rented,5,purpose built flat,East Midlands,England,5 or more,0.786953865776828
978,17090.3372419657,31905.4137867899,50 or less,Pre 1919,Owner-occupied,3,purpose built flat,York and Humber,England,2,-0.14600287222830208
979,14580.7901964863,30202.1342306793,50 or less,Pre 1919,NA,6,purpose built flat,North West,England,3,-0.31040183362389345
980,41.5122887439611,23919.3915281866,201 to 250,1919 to 1944,NA,4,NA,York and Humber,England,1,-0.9168063262393519
981,17958.3600465871,28568.5708578089,201 to 250,1965 to 1983,NA,5,NA,North West,England,4,-0.46807185373909704
982,12966.0782655851,30281.4007478553,51 to 100,Post 1999,Owner-occupied,7,end terrace,West Midlands,England,5 or more,-0.3027511029787511
983,19037.4096111895,36426.7631967936,51 to 100,Post 1999,Privately rented,4,converted flat,NA,NA,2,0.2903935751103246
984,11941.8635134087,23622.4204150905,51 to 100,1965 to 1983,Owner-occupied,4,converted flat,York and Humber,England,4,-0.9454697023612229
985,7572.0440215873105,20315.0659107231,50 or less,1919 to 1944,Council/Housing Association,5,bungalow,North West,England,2,-1.2646924885059803
986,20059.6470297209,35890.6984222548,50 or less,1919 to 1944,Privately rented,4,purpose built flat,East Midlands,England,2,0.23865310076553714
987,15445.3423961146,25979.9386559841,151 to 200,Post 1999,Privately rented,4,detached,South West,England,1,-0.717924230519193
988,29816.7015738754,47467.9095912045,51 to 100,1984 to 1992,Privately rented,6,NA,North East,England,2,1.3560747742686656
989,18629.3275117945,25425.9969253483,Over 250,1984 to 1992,Owner-occupied,5,detached,West Midlands,England,1,-0.7713901720691242
990,19206.9363548439,41439.2238050102,50 or less,1984 to 1992,Council/Housing Association,4,semi-detached,South East,England,2,0.7741916193425983
991,17971.3398173484,32324.1216771688,201 to 250,1919 to 1944,Council/Housing Association,6,purpose built flat,South East,England,4,-0.10558957538605387
992,12045.7450415189,38354.0040469419,101 to 150,1965 to 1983,Privately rented,4,mid terraced,North East,England,2,0.4764090726761057
993,14505.044284171501,35862.8892285919,51 to 100,1919 to 1944,Privately rented,6,bungalow,York and Humber,England,2,0.23596898321182855
994,19256.8880245317,33182.2378759982,151 to 200,1965 to 1983,Owner-occupied,5,bungalow,East of England,England,3,-0.02276499656798584
995,19236.5547455996,34701.6867229195,Over 250,1984 to 1992,Council/Housing Association,4,purpose built flat,South East,England,5 or more,0.12389079544891188
996,17186.8305749489,41639.908094362,50 or less,Post 1999,Privately rented,3,NA,South East,England,2,0.793561480631361
997,10383.144369841,36125.5838992517,51 to 100,Post 1999,Owner-occupied,6,detached,York and Humber,England,2,0.26132402893271095
998,21962.8291077266,45096.9711193878,Over 250,1965 to 1983,Council/Housing Association,7,purpose built flat,North East,England,5 or more,1.1272339941975602
999,8735.77100272874,30694.3160382299,51 to 100,1984 to 1992,Owner-occupied,5,end terrace,North West,England,4,-0.26289690251094755
1000,12783.4750187188,14950.7818581559,201 to 250,1965 to 1983,NA,6,end terrace,Wales,Wales,4,-1.782448204946763
1001,24739.3276752291,44484.816982357,151 to 200,1984 to 1992,Council/Housing Association,6,semi-detached,North West,England,3,1.0681494452279934
1002,16932.6876273203,22424.4825483618,151 to 200,1919 to 1944,Council/Housing Association,4,purpose built flat,South East,England,4,-1.0610935530674193
1003,18869.8084341374,38304.6183411901,201 to 250,1919 to 1944,Privately rented,5,detached,York and Humber,England,5 or more,0.47164241020765985
1004,16294.0275155655,28883.4672078274,51 to 100,1965 to 1983,Privately rented,7,mid terraced,North West,England,2,-0.437678350391639
1005,10340.3515721094,28221.3185465617,51 to 100,1993 to 1999,Owner-occupied,5,bungalow,South East,England,4,-0.501588324424401
1006,12067.8556262219,19869.2105954007,101 to 150,1945 to 1964,Council/Housing Association,5,end terrace,South West,England,5 or more,-1.3077260295995408
1007,15375.2972985217,32620.1703231991,Over 250,1965 to 1983,NA,4,detached,East of England,England,5 or more,-0.07701523492893628
1008,1963.0934294387,35174.6013784598,51 to 100,Pre 1919,NA,5,end terrace,South East,England,4,0.1695360789378495
1009,10983.3012206172,46908.1842330988,50 or less,Pre 1919,Privately rented,4,end terrace,North West,England,3,1.3020506023649798
1010,18121.1115998192,13585.4493395008,201 to 250,1965 to 1983,NA,6,end terrace,Wales,Wales,4,-1.9142288320442156
1011,13367.3729352383,16709.291956368,151 to 200,1919 to 1944,Owner-occupied,6,mid terraced,North West,England,4,-1.6127184429047199
1012,13431.9145923672,18956.0234529993,101 to 150,1984 to 1992,Privately rented,6,purpose built flat,South East,England,3,-1.3958660047621674
1013,18431.6143979659,25227.9404688062,201 to 250,1984 to 1992,Privately rented,5,mid terraced,South East,England,2,-0.7905063973748298
1014,12300.6871670072,50574.9570799736,Over 250,1945 to 1964,Privately rented,4,converted flat,North West,England,5 or more,1.6559641132370793
1015,17387.2124849284,45631.0306231511,50 or less,1984 to 1992,Privately rented,4,end terrace,Wales,Wales,5 or more,1.1787809216688305
1016,8493.83092492272,26365.0639953738,50 or less,1965 to 1983,Privately rented,3,end terrace,London,England,4,-0.680752290319683
1017,9339.87234916783,37398.471094,51 to 100,1919 to 1944,Privately rented,3,end terrace,North West,England,2,0.3841819191948425
1018,7402.51827137784,47463.2076104804,Over 250,1984 to 1992,Council/Housing Association,5,converted flat,Wales,Wales,4,1.355620943454592
1019,15028.1281566062,34271.96890065683,Over 250,1984 to 1992,Owner-occupied,7,semi-detached,North West,England,5 or more,0.08241483020309245
1020,13768.0947655772,49180.1370286493,51 to 100,1984 to 1992,Privately rented,6,purpose built flat,North East,England,3,1.5213373768632343
1021,20911.3953632972,28871.6929988088,Over 250,1919 to 1944,NA,5,bungalow,North West,England,2,-0.4388147861146935
1022,14479.4389580293,23183.1080573057,Over 250,1945 to 1964,Council/Housing Association,6,detached,South West,England,4,-0.9878717232678718
1023,20531.5977306739,49214.6592875334,50 or less,1919 to 1944,NA,4,end terrace,North West,England,2,1.5246694332395443
1024,23095.1129120511,50088.6598603799,51 to 100,1965 to 1983,NA,4,mid terraced,South East,England,2,1.6090271570903587
1025,12530.2144475016,39499.2106046753,50 or less,1945 to 1964,Council/Housing Association,5,detached,East of England,England,5 or more,0.5869433463949217
1026,16343.858155483,39654.6318165979,50 or less,Pre 1919,NA,6,semi-detached,York and Humber,England,2,0.601944457473402
1027,10999.0772206491,25446.9876929072,151 to 200,Pre 1919,NA,4,end terrace,North West,England,1,-0.7693641626726045
1028,17859.8003050291,45480.1165172514,Over 250,Post 1999,Privately rented,6,purpose built flat,Wales,Wales,2,1.1642148322791899
1029,9980.17568887003,46127.4025325301,Over 250,1945 to 1964,Owner-occupied,5,end terrace,North East,England,4,1.2266902775200759
1030,10209.2686226343,40678.6493064474,50 or less,1919 to 1944,NA,7,purpose built flat,South West,England,5 or more,0.7007816748745167
1031,15910.956832649,21771.2586663059,151 to 200,Post 1999,NA,4,mid terraced,South East,England,1,-1.124142115696802
1032,15054.7440307125,38279.7886829844,51 to 100,1984 to 1992,NA,3,converted flat,South East,England,2,0.4692458746500172
1033,15799.2987984032,34687.5843004309,51 to 100,Post 1999,Privately rented,5,purpose built flat,South West,England,5 or more,0.122529642723295
1034,14960.927842423,34562.4227297224,Over 250,1965 to 1983,Owner-occupied,5,mid terraced,North East,England,5 or more,0.11044916412111877
1035,12370.2301251138,29492.9867623543,101 to 150,Post 1999,Council/Housing Association,4,end terrace,West Midlands,England,4,-0.37884808887934796
1036,14095.204086468,21064.2735629637,51 to 100,1984 to 1992,Privately rented,4,NA,West Midlands,England,2,-1.1923796614917013
1037,21683.1615069297,34271.96890065683,101 to 150,Post 1999,Owner-occupied,5,purpose built flat,North West,England,2,0.08241483020309245
1038,14584.0127777916,46020.2534080659,151 to 200,1965 to 1983,Owner-occupied,4,converted flat,West Midlands,England,4,1.2163483435062699
1039,8944.65196940879,43136.8728798819,Over 250,Pre 1919,Owner-occupied,5,detached,South East,England,2,0.9380471319164668
1040,10996.7931942784,34339.2294269806,201 to 250,1965 to 1983,Owner-occupied,4,mid terraced,South West,England,5 or more,0.08890675375778977
1041,9882.42924384432,21868.7797202418,Over 250,1993 to 1999,Owner-occupied,5,bungalow,East Midlands,England,2,-1.114729474111486
1042,10758.8755454054,24164.3017972015,201 to 250,Pre 1919,Owner-occupied,5,bungalow,Wales,Wales,2,-0.8931678144538266
1043,9190.89709283255,22358.9739959485,51 to 100,1965 to 1983,Privately rented,5,bungalow,North West,England,2,-1.0674163777268468
1044,3274.01347464806,27899.9362620097,Over 250,1945 to 1964,Council/Housing Association,5,purpose built flat,South West,England,3,-0.5326078441513553
1045,17562.4185354647,34102.4574830608,Over 250,1984 to 1992,Owner-occupied,6,detached,Wales,Wales,5 or more,0.06605374555465347
1046,17522.0136507657,63427.1780824328,Over 250,1919 to 1944,Owner-occupied,4,mid terraced,York and Humber,England,4,2.896448552124868
1047,13572.2001850562,29877.0020446686,50 or less,Pre 1919,NA,5,end terrace,East Midlands,England,5 or more,-0.3417832903581554
1048,11524.0731576872,31753.7819924885,Over 250,Post 1999,Privately rented,4,semi-detached,North East,England,1,-0.16063823223615828
1049,11140.8127772953,28057.8296004732,51 to 100,1965 to 1983,Privately rented,5,mid terraced,East of England,England,2,-0.5173681257143213
1050,16387.2609555456,29146.354255323,101 to 150,1945 to 1964,NA,6,purpose built flat,West Midlands,England,5 or more,-0.4123047366371723
1051,15640.8483231778,42346.5128690308,50 or less,Pre 1919,Privately rented,5,mid terraced,York and Humber,England,5 or more,0.8617623174558086
1052,16489.7838182459,30319.9530824965,Over 250,1945 to 1964,Privately rented,4,bungalow,East of England,England,2,-0.2990300674319725
1053,14679.3353114202,33495.33468416,51 to 100,1965 to 1983,Council/Housing Association,5,mid terraced,East Midlands,England,2,0.00745481667019521
1054,17344.5637495001,33459.4292579158,201 to 250,1965 to 1983,NA,5,detached,South West,England,4,0.0039892582644502845
1055,16530.4326009217,8842.65764437492,151 to 200,Post 1999,Privately rented,4,end terrace,Wales,Wales,1,-2.3719986831512063
1056,17080.7388177125,41920.1930053657,51 to 100,1993 to 1999,Council/Housing Association,7,end terrace,South West,England,2,0.8206143200190908
1057,16810.4397489669,37045.5859100896,51 to 100,Post 1999,Owner-occupied,5,end terrace,West Midlands,England,5 or more,0.35012176886976254
1058,21865.4625580349,32558.044766025,151 to 200,1945 to 1964,Owner-occupied,7,end terrace,East Midlands,England,2,-0.08301153602871983
1059,10086.9734065448,41701.1274354272,51 to 100,1919 to 1944,NA,3,converted flat,Wales,Wales,2,0.7994703145936636
1060,21199.67880846,28075.1880969152,51 to 100,1993 to 1999,Owner-occupied,7,converted flat,Wales,Wales,5 or more,-0.515692699753729
1061,13212.7041888956,15400.420577982,50 or less,1965 to 1983,NA,4,end terrace,North West,England,1,-1.739049493163097
1062,14376.9404608262,26751.4405426792,201 to 250,Post 1999,Privately rented,8,detached,South East,England,3,-0.6434595846937968
1063,15011.8856441973,22725.7782889717,Over 250,1919 to 1944,Council/Housing Association,5,mid terraced,Wales,Wales,5 or more,-1.0320127679129907
1064,12716.28599523,38927.5423732304,201 to 250,1919 to 1944,Council/Housing Association,5,mid terraced,North East,England,4,0.5317664594445481
1065,3588.81731647428,23369.1437780295,101 to 150,Pre 1919,Privately rented,5,purpose built flat,York and Humber,England,4,-0.9699157282230474
1066,13304.0644514391,28660.2576021612,Over 250,Pre 1919,Privately rented,6,end terrace,South East,England,5 or more,-0.45922233429809545
1067,14840.3990282632,33717.9228873351,51 to 100,1965 to 1983,NA,4,converted flat,East of England,England,2,0.0289388233851338
1068,7125.88764527313,17149.8004997077,Over 250,Pre 1919,Council/Housing Association,4,converted flat,London,England,1,-1.5702009672788755
1069,17044.4015612092,37498.3842000774,Over 250,1993 to 1999,Owner-occupied,5,purpose built flat,East of England,England,1,0.3938254394320253
1070,12068.8660196764,32686.505956813,51 to 100,Post 1999,Council/Housing Association,4,converted flat,North East,England,2,-0.07061258115990637
1071,20935.7428588956,38957.5809487839,Over 250,Post 1999,Privately rented,5,purpose built flat,East Midlands,England,2,0.5346657548685332
1072,15809.377243596,34554.8787746978,51 to 100,1919 to 1944,Owner-occupied,5,purpose built flat,London,England,2,0.1097210285861092
1073,11239.2221151043,19727.9709161745,201 to 250,1945 to 1964,Owner-occupied,3,end terrace,North East,England,4,-1.3213583523085943
1074,15388.4058323948,42916.1821646577,151 to 200,1945 to 1964,Privately rented,5,detached,Wales,Wales,4,0.9167462689768822
1075,15776.9491296051,20655.6657519684,Over 250,Pre 1919,Owner-occupied,6,mid terraced,Wales,Wales,4,-1.231818108048968
1076,18616.5880375244,58185.1317703961,151 to 200,Post 1999,Owner-occupied,5,end terrace,Wales,Wales,3,2.390491108912026
1077,13978.6736511367,47972.0675328922,Over 250,Pre 1919,Council/Housing Association,7,detached,North East,England,2,1.4047356307296324
1078,5843.83873930656,29644.9220374512,51 to 100,1919 to 1944,Council/Housing Association,3,bungalow,North West,England,2,-0.3641834371868679
1079,9024.61461449412,34271.96890065683,201 to 250,1945 to 1964,Privately rented,6,purpose built flat,York and Humber,England,5 or more,0.08241483020309245
1080,10942.7674175454,33783.3814986331,101 to 150,1984 to 1992,Privately rented,5,end terrace,South East,England,2,0.035256827774478736
1081,16509.0839704249,19717.9921020448,50 or less,Post 1999,Privately rented,8,purpose built flat,South East,England,5 or more,-1.3223214981838545
1082,13424.6613865541,29714.6551710938,51 to 100,1919 to 1944,Council/Housing Association,6,purpose built flat,York and Humber,England,5 or more,-0.35745285986937736
1083,11995.6062863101,38230.4060788623,201 to 250,Pre 1919,Privately rented,4,NA,London,England,1,0.46447951154799033
1084,10995.2402766035,37710.2387912208,50 or less,1965 to 1983,Council/Housing Association,4,converted flat,London,England,1,0.41427344787897263
1085,15327.4273287537,34416.1273270639,Over 250,1919 to 1944,NA,5,detached,East of England,England,4,0.09632886768021824
1086,10968.2931695918,27596.9055224236,201 to 250,Pre 1919,NA,5,semi-detached,North East,England,3,-0.5618560897961579
1087,12934.6611821632,34220.8844172645,50 or less,Pre 1919,NA,4,mid terraced,North East,England,1,0.07748420329396248
1088,10583.9434795508,14560.5554340104,51 to 100,1965 to 1983,Council/Housing Association,4,semi-detached,London,England,2,-1.8201124971109497
1089,8642.26572877053,24017.6288761956,50 or less,1965 to 1983,NA,6,bungalow,South East,England,5 or more,-0.9073245486151226
1090,18800.3294861582,54475.7120598044,51 to 100,1965 to 1983,Owner-occupied,6,detached,North West,England,3,2.032461362348207
1091,8950.06172416287,11582.3689737295,Over 250,Pre 1919,Privately rented,5,NA,South West,England,2,-2.107564289246944
1092,14977.3781896619,48999.5251670629,50 or less,1984 to 1992,Council/Housing Association,4,purpose built flat,NA,NA,2,1.503904887666728
1093,12198.7230936131,35970.1199100282,50 or less,1965 to 1983,NA,5,purpose built flat,Wales,Wales,5 or more,0.2463187890288633
1094,10072.1403850532,25570.5185919062,51 to 100,Pre 1919,Privately rented,6,end terrace,London,England,4,-0.75744107498988
1095,15783.7667609993,55485.9754939776,51 to 100,1965 to 1983,NA,3,purpose built flat,East Midlands,England,4,2.1299710510649983
1096,16277.3945852216,34669.2437505104,Over 250,Post 1999,Privately rented,6,semi-detached,West Midlands,England,4,0.1207594298727171
1097,20144.7638742648,56558.9367217497,51 to 100,Post 1999,Owner-occupied,6,purpose built flat,South East,England,2,2.233532272610017
1098,16070.5129989687,35070.9584750516,Over 250,1945 to 1964,Council/Housing Association,6,detached,North East,England,4,0.1595325621251192
1099,14060.2995833178,38039.4636731133,201 to 250,1945 to 1964,Privately rented,5,purpose built flat,North West,England,2,0.44604992782000163
1100,25942.4350023031,39179.2836978623,51 to 100,Post 1999,Council/Housing Association,4,detached,South East,England,2,0.5560642983761324
1101,11839.2777280848,21999.3723170038,Over 250,Post 1999,Council/Housing Association,4,end terrace,North West,England,2,-1.1021247979169035
1102,10311.7474081075,10469.7136111038,50 or less,1984 to 1992,NA,4,bungalow,NA,NA,2,-2.214956751835172
1103,12340.3039834552,25353.6259208347,Over 250,Pre 1919,Council/Housing Association,5,detached,London,England,3,-0.7783753542340294
1104,14181.2423043603,39781.8710038305,201 to 250,Post 1999,NA,5,purpose built flat,East Midlands,England,1,0.6142254656935815
1105,17263.1733105229,25707.0972821998,51 to 100,1965 to 1983,Council/Housing Association,6,end terrace,York and Humber,England,3,-0.7442586266052413
1106,16464.329733221,24384.6215989174,Over 250,1945 to 1964,Owner-occupied,6,purpose built flat,West Midlands,England,5 or more,-0.8719027517416991
1107,14201.2901634388,28898.5368740858,201 to 250,1919 to 1944,Council/Housing Association,4,mid terraced,North East,England,5 or more,-0.43622384019537036
1108,10948.0135170667,31290.7192244887,151 to 200,1984 to 1992,NA,7,converted flat,South West,England,2,-0.20533262068638375
1109,19546.5761482596,33635.8973295739,51 to 100,Post 1999,NA,6,end terrace,Wales,Wales,3,0.02102179270425803
